year, genre 
1990,Jazz
1992,Turkish pop music
2006,Pop music
2006,Rhythm and blues
2006,Dance music
2003,Pop music
2003,Contemporary R&B
2003,Reggae fusion
2003,Playback singer
1980,Arabic pop music
2004,Hindustani classical music
2004,Jaipur-Atrauli gharana
1994,Classical music
1995,Hip hop music
1985,Bollywood
1985,Lollywood
1985,Qawwali
2002,Neo soul
2002,Contemporary R&B
2006,Nerdcore
2006,Hip hop music
1999,Bhangra (music)
1999,Pop music
1935,Tarana
1935,Ghazal
1935,Thumri
1935,Khyal
1975,Pop music
1975,Classical music
1975,Ghazal
1986,Pop music
1983,Funk
1983,Soul music
1983,Neo soul
1983,Contemporary R&B
1983,Dance-rock
1983,Hip hop music
1984,Hindustani classical music
2006,Pop music
2006,World music
2006,Film score
2007,Film score
2005,Indian pop
2005,Playback singer
1971,Pop music
1971,New-age music
1968,Pop rock
1968,Música popular brasileira
2001,Folk music
2001,Americana (music)
1992,Folk music
1992,Alternative rock
1992,Post-grunge
1992,Spoken word
2007,Reggae
2007,DanceHall_Music
1970,Blues
1970,Blues rock
1970,Contemporary folk music
1970,New Acoustic Music
1970,Americana (music)
1970,American Primitive Guitar
1980,Pop music
1980,Folk rock
1985,Pop music
1985,Contemporary R&B
1985,Hip hop music
2004,Pop music
2006,Arabic music
1975,Thumri
1975,Bhajan
1975,Khyal
2011,Playback singer
1943,Pop music
1943,Easy listening
1943,Chanson
1943,Classical music
1943,Adult contemporary music
1934,Playback singer
2008,Pop music
2008,Soul music
2008,Synthpop
2008,Acoustic music
1993,Pop music
1997,Hip hop
1998,Alternative hip hop
2005,Pop music
2005,Hip hop music
2010,J-pop
2010,Pop rock
1989,Folk music
1989,Sufism
1989,Pakistani Semi-classical music
1989,Ghazal
1989,Playback singer
1989,Bhajan
2008,Folk music
2008,Pop music
2008,Rock music
2008,Jazz fusion
2008,Techno
2008,Film score
1985,Hip hop music
1985,Hip hop music
1985,Islamic music
1985,Nasheed
1987,Heavy metal music
1987,Hard rock
1987,Stoner rock
1965,Synthpop
1965,Krautrock
1965,Electronic music
1983,Heavy metal music
1983,Speed metal
1983,Power metal
1966,Salsa music
1966,Latin soul
2004,Folk music
2004,Pop music
2004,Music of Greece
2004,Laïko
1968,Funk
1968,Rhythm and blues
1968,Jazz
1965,Folk music
1965,Country blues
1994,Hard rock
1994,Glam metal
1946,Blues
1946,Bluegrass music
1946,Old-time music
1946,American folk music
1983,New jack swing
1983,Contemporary R&B
1970,Blues
1970,Country music
1970,Folk music
1970,Cajun music
1970,Old-time music
1930,Country blues
1930,Piedmont blues
1965,Vispop
1965,Popular music
1952,Schlager music
1985,House music
1985,Pop music
1985,Rock music
1985,Rhythm and blues
1985,Dance-pop
1985,Arabesque (Turkish music)
1985,Dubstep
1985,Arabesque (classical music)
1951,Playback singer
1995,Progressive metal
1995,Jazz fusion
2003,Electronic music
2007,House music
2007,Pop music
2007,Electronica
2007,Synthpop
2007,Electro (music)
2007,Vocal trance
2007,Contemporary R&B
2007,Experimental music
1999,J-pop
1999,Independent music
1965,Pop music
1965,Jazz
1965,Chanson
1977,Pop music
1986,Filmi
1986,Music of Bollywood
1927,Country music
1927,Folk music
1927,Gospel music
1987,Rock music
1987,Alternative rock
1979,New wave music
1979,Pop music
1997,Country music
2014,Pop music
2014,Bubblegum pop
2014,Hip hop music
2005,Jazz
1998,Contemporary Christian music
1972,Gospel music
1972,Traditional black gospel
2003,Pop music
2003,Europop
2003,Dance music
2012,Pop music
2012,Rhythm and blues
2012,Dance-pop
2012,Dance music
1970,Blues
1970,Folk music
1970,Jazz
1975,Art rock
1975,Alternative rock
1975,Pop rock
2008,Alternative rock
1998,Pop music
1998,Rock music
1985,Pop music
2006,Pop music
2000,Blues
2000,Pop music
2000,Rock music
2000,Jazz
1994,Pop music
1994,World music
1994,Jazz
2002,Latin pop
1989,Country music
1989,Folk music
1989,Bluegrass music
2001,World music
2001,Indie rock
2001,Sephardic music
2000,Pop music
1990,Electronica
1990,Dream pop
1990,Dub music
2008,Indie rock
1991,Indie rock
1991,Anti-folk
1991,Indie pop
2004,Alternative country
1998,Folk music
1998,Christian rock
1998,Contemporary Christian music
1972,Folk music
1972,Pop music
1972,Rock music
1972,Symphonic rock
1972,Trip hop
1972,World music
1972,Ambient music
1972,Electronica
1972,Baroque pop
1972,Arabic pop music
1972,Crossover music
1972,Operatic pop
2014,Folk music
2014,Contemporary Christian music
2014,Contemporary worship music
2007,Pop music
2007,Rhythm and blues
2007,Pop rock
2005,Country music
2010,Rhythm and blues
2010,Soul music
2010,Jazz
2001,Soul music
2001,Contemporary R&B
1990,House music
1990,Synthpop
1990,Alternative rock
1990,Indie pop
1990,Alternative dance
2003,Country music
1958,Blues
1958,Disco
1958,Funk
1958,Rhythm and blues
1958,Soul music
1958,Funk rock
1958,Hip hop music
1958,Jazz
1958,Dance music
2012,Pop music
2012,Rhythm and blues
2012,Soul music
2012,Dance music
1990,Folk music
1990,Alternative rock
1990,Independent music
2004,Pop music
2009,Pop music
2002,Dance-pop
1987,Folk music
1987,Pop music
1987,Rock music
2000,Folk music
2000,Indie folk
2003,Pop music
2003,Rock music
2003,Electronica
2003,Electronic dance music
2007,Independent music
2009,Folk music
2009,Progressive bluegrass
2009,Americana (music)
2006,Country music
2000,Country music
1988,Pop music
1988,Rock music
1996,Electronica
1996,Alternative rock
2006,Contemporary Christian music
2006,Contemporary worship music
1997,Pop music
1997,Contemporary Christian music
2007,Pop music
1997,Art rock
1997,Pop rock
2006,Pop music
2006,Rock music
2006,Alternative rock
2006,Singer-songwriter
2006,Acoustic music
1942,Bebop
1942,Traditional pop music
1942,Bossa nova
1942,Smooth jazz
1942,Vocal jazz
2001,Pop music
2001,Hip hop music
1933,Hindustani classical music
1933,Thumri
1933,Bhajan
1933,Khyal
1933,Abhang
1993,Bhangra (music)
1993,Music of Punjab
1993,Boliyan
1993,Gidha
1975,Enka
1963,Assyrian pop music
1990,Contemporary Christian music
1990,Contemporary worship music
1995,Bubblegum pop
1995,Synthpop
1995,Europop
1995,Electropop
1995,Dance-pop
1995,Eurodance
1995,Eurobeat
1995,Italo dance
1983,No wave
1983,Glam rock
1983,Hard rock
1983,Gothic rock
1983,Industrial rock
1983,Indie rock
1994,Pop music
1994,Dance music
1994,Mizrahi music
2007,Hiplife
2007,Hip hop music
1963,Pop music
2010,Electropop
2010,Indie pop
1972,Punk rock
1972,Industrial music
1972,Industrial rock
1972,Electronic body music
1972,Hardcore (electronic dance music genre)
1972,Industrial metal
1972,Experimental music
1989,Heavy metal music
1989,Progressive metal
1989,Hard rock
1989,Power metal
1989,Symphonic metal
1998,Pop music
1998,Rock music
1992,Reggae
1997,Rock music
1997,Soul music
1997,Contemporary R&B
2011,Hip hop music
2000,Pop music
2000,Dance music
1993,Hip hop music
1991,Blues
1991,Jazz-funk
1991,Funk_(Musical_Genre)
1991,Rock_Music_(Musical_Genre)
1991,Fusion_(Musical_Genre)
1991,Fejkavangard_(Musical_Genre)
1981,Folk music
1981,Alternative rock
1981,Ranchera
1981,Latin pop
1993,Pop music
2005,Pop music
2005,Soul music
2005,Electronic music
2005,Jazz
1982,Rock music
2006,Iranian hip hop
2009,Contemporary R&B
1955,Soul jazz
1955,Vocal jazz
1955,South African jazz
1991,World music
1991,Ambient music
1991,Indie pop
2002,Pop music
2002,Music of Russia
2002,Dance music
2003,Sufism
2003,Music of Punjab
2009,Film score
1994,Folk music
1994,Pop music
1994,Soul music
1978,J-pop
2005,Rhythm and blues
2005,J-pop
2005,Hip hop music
2006,J-pop
1994,Pop music
2001,Pop music
2001,Rock music
1994,Contemporary R&B
1994,Canadian hip hop
2005,Folk rock
1994,Finnish tango
1994,Sung poetry
1994,Theatre
1993,Axé (music)
2009,Pop music
2009,Soul music
2009,Contemporary R&B
1998,Music of Myanmar
2001,New Zealand hip hop
2003,Hip hop music
1942,Pop music
1942,Rhythm and blues
1942,Jazz
2007,Pop music
2007,Pop rock
2010,Soul music
2010,Contemporary R&B
2008,Pop music
2008,Contemporary R&B
2011,Pop music
2011,Rock music
2011,Rhythm and blues
2003,Pop music
2003,Trance music
2003,Intelligent dance music
2003,Electropop
2010,J-pop
1930,Disco
1930,Funk
1930,Rhythm and blues
2013,J-pop
1918,Music of Myanmar
2006,J-pop
1998,J-pop
2004,J-pop
2004,Trance music
2004,J-pop
2004,Eurobeat
2004,Techno
2010,J-pop
2004,Playback singer
2012,Pop music
2010,Pop music
2010,J-pop
1973,Enka
2005,Pop music
2005,J-pop
1985,J-pop
2011,J-pop
1984,Rock en español
2006,Disco
2006,Pop music
2006,Pop-folk
2009,Pop music
2009,Rhythm and blues
2009,Dance-pop
2009,Pop rock
2000,Hip hop music
1988,Gangsta rap
1988,Hip hop music
2004,Pop music
2004,Electronica
2004,Hip hop music
2004,Latin music (genre)
2004,Contemporary classical music
2004,Dance music
2004,Urban contemporary
1998,Alternative hip hop
1998,Underground hip hop
1976,Pop music
1976,Jazz rap
1976,Eurodance
1976,Jazz
1969,Disco
1969,Pop music
1969,Rhythm and blues
1969,Dance-pop
2010,Jazz
2010,Burlesque
2009,Hip hop music
1984,Gangsta rap
1984,Hardcore hip hop
1984,Hip hop music
2005,Hip hop music
1986,Heavy metal music
1986,Nu metal
1986,Hard rock
1986,Alternative metal
1986,Post-grunge
2005,British hip hop
2005,Grime music
1990,Country music
1990,Indie rock
1986,Rock music
1986,Garage rock
1986,Alternative rock
1990,Soft rock
1970,Pop music
1970,Glam rock
1970,Musical theatre
1987,Southern gospel
1987,Christian music
1992,Electronica
1992,Industrial rock
1992,Deathrock
1992,Alternative rock
1992,Dark ambient
1992,Avant-garde
1992,Experimental music
1983,Soft rock
1983,Pop rock
1990,Blues
1990,Country music
1990,Punk rock
1982,Hardcore punk
1982,Alternative rock
1982,New-age music
1982,Folk punk
1982,Dark cabaret
1982,Steampunk
2014,Pop music
2014,Indie rock
1999,Southern gospel
2003,Indie rock
2003,Indie folk
1981,Thrash metal
1981,Crossover thrash
1985,Country music
1985,Folk music
1985,Hardcore punk
1985,Doom metal
1985,Sludge metal
1985,Post-metal
1985,Acoustic music
1993,Indie rock
1993,Ska punk
1992,Contemporary Christian music
1985,Hip hop music
1997,Rock music
1992,Blues
1992,Rock music
1992,Bluegrass music
1992,Americana (music)
1991,Pop music
1991,A cappella
2004,Indie rock
2004,Alternative rock
2004,Indie folk
2004,Psychedelic music
2004,Acoustic music
1997,Pop music
1997,Rock music
1997,Rhythm and blues
1997,Contemporary Christian music
1997,Independent music
1987,Punk rock
1987,Grunge
1987,Indie rock
1987,Alternative rock
1996,Soft rock
1995,Alternative rock
2000,Blues
2000,Folk rock
2000,Indie folk
1950,Pop music
1989,Country music
1970,Rock music
1996,Southern rock
1996,Alternative country
1979,Power pop
1979,Jangle pop
1962,Rock and roll
1962,Rock music
1962,Soul music
1962,Garage rock
1962,Blue-eyed soul
1994,Britpop
1994,Indie rock
1994,Alternative rock
1960,Blues
1960,Funk
1960,Rock music
1960,Rhythm and blues
1989,Punk rock
1997,Funk
1997,Pop music
1997,Rap rock
1997,Hip hop music
2005,Pop music
2005,Rhythm and blues
2005,Gospel music
2005,Soft rock
1984,Rock and roll
1984,Soul music
1984,Blues rock
1995,Alternative rock
1995,Power pop
1995,Pop punk
2003,Punk rock
2003,Hard rock
1993,Heavy metal music
1993,Hard rock
1993,Alternative rock
1993,Alternative metal
1993,Post-grunge
1985,Grunge
1985,Alternative metal
1958,Art rock
1958,Baroque pop
1958,Experimental music
1958,Avant-garde music
1985,Grunge
1985,Hard rock
1985,Alternative rock
1985,Alternative metal
1985,Neo-psychedelia
1976,Doom metal
1976,Stoner rock
2003,Country music
1998,Rhythm and blues
1998,Techno
2011,Country music
2001,Indie rock
2001,Alternative rock
2001,Folk rock
2001,Blues rock
1928,Chicago blues
1928,Piedmont blues
1946,Rhythm and blues
1946,Shock rock
1993,Funk
1993,Rock music
1993,Rhythm and blues
1993,Hip hop music
2000,Hip hop music
2005,Hip hop music
2007,British hip hop
2007,Grime music
1990,Folk music
1990,Jazz
1990,Hula
1995,Pop music
1995,Hip hop music
1970,Contemporary classical music
1970,Folk music of Ireland
1970,Comedy
1986,Power pop
1986,Comedy rock
1986,A cappella
2015,Rhythm and blues
2015,Urban contemporary
1997,Pop music
1997,Dance-pop
1997,Contemporary R&B
1995,Blues
1995,Soul music
1994,Alternative rock
2005,Hi-NRG
2005,Dance-pop
2005,Electronic dance music
2005,Hip hop music
2004,Electropop
2004,Dance-pop
2004,Electronic rock
2004,Crunkcore
2001,Pop music
2001,Hip hop music
1996,Country music
2004,Contemporary R&B
2004,Reggae fusion
2004,Hip hop music
2004,Dance music
1991,Psychedelic rock
1991,Pop music
1991,Rock music
1991,Experimental rock
2013,Hip hop music
1983,Soul music
1983,New jack swing
1983,Contemporary R&B
1997,Punk rock
1997,Alternative rock
1997,Pop punk
2005,Indie rock
2005,Downtempo
1993,Indie rock
1993,Alternative rock
2007,Country music
2007,Punk rock
2007,Outsider music
2007,Indie pop
2007,Pop rock
2007,Spoken word
2007,Low fidelity
1980,Post-rock
1980,Avantpop (artistic movement)
1980,Avant-garde music
2005,Country music
1993,Hip hop music
2014,Film score
2009,Folk music
2009,Alternative rock
1989,Hip hop music
2013,African popular music
1971,Rock and roll
1971,Pub rock (United Kingdom)
1989,Country music
1989,Folk music
1989,Progressive bluegrass
1996,Heavy metal music
1996,Hard rock
1996,Indie rock
1996,Glam metal
1996,Industrial metal
2002,Pop-folk
1995,Hip hop music
1966,Pop music
1966,Rock music
1983,Heavy metal music
1983,Speed metal
1983,Progressive metal
1983,Thrash metal
1983,Country rock
1983,Hard rock
1983,Glam metal
2006,Rhythm and blues
2006,Soul music
2006,Germans
1997,Electronica
1997,Industrial music
1997,Electronic body music
1997,Electro-industrial
1997,Techno
1981,Pop music
1981,Rock music
1981,A cappella
2002,Pop music
2000,Pop music
2000,Rock music
2005,Music of Argentina
1994,Folk music
1994,Jazz
2008,Music of Afghanistan
1973,Rock music
1980,Folk music
1980,Punk rock
1980,Trance music
1980,Noise music
1980,Noise rock
1980,Musical improvisation
2013,Soul music
2013,Electropop
2009,Film score
1983,Folk music
1983,Pop-folk
1966,World music
2000,House music
2000,Rock music
2000,Soul music
2000,Electronica
2000,Contemporary R&B
2002,Rhythm and blues
2002,Neo soul
2002,Hip hop music
1971,Folk rock
1971,Psychedelic folk
1971,Protest song
1971,Turkish folk music
1990,Punk rock
1990,Grunge
1990,Riot grrrl
1991,Alternative hip hop
1999,Pop music
1999,Soul music
1974,Carnatic music
1974,Playback singer
2007,Electroclash
2007,Electropunk
2001,Pop music
2001,Rhythm and blues
1998,Blues
1998,Rock music
1998,Rhythm and blues
2007,Folk music
2007,Funk
2007,Rock music
1975,Pop music
1986,Gangsta rap
1986,West Coast hip hop
1986,Rap rock
1986,Hip hop music
1988,Hip hop soul
2006,Pop music
2006,Dance-pop
2006,Contemporary R&B
1992,Hip hop music
1992,Experimental music
2008,Music of Latin America
2008,Hip hop music
2000,K-pop
1989,Heavy metal music
1989,Nu metal
1989,Pop music
1989,Intelligent dance music
1989,Synthpop
1989,Alternative rock
1989,Rap metal
1989,New jack swing
1989,Rap rock
1989,Hip hop music
2006,Indie rock
2006,Low fidelity
2002,Blues
2002,Pop music
2002,Rhythm and blues
2002,Soul music
2002,Gospel music
2002,Blues rock
2002,Urban contemporary
2006,Dancehall
2006,Reggae fusion
1994,Turkish pop music
2003,Rapping
1999,Indie rock
1999,Folk rock
2010,Rhythm and blues
2010,Mandopop
1993,Alternative hip hop
1993,Underground hip hop
1964,Chanson
1990,Thrash metal
1990,Comedy rock
1998,Pop-folk
1998,Adult contemporary music
1988,Pop music
1988,Russian pop
1993,Pop music
1993,Dance music
1991,Russian chanson
1962,Bard (Soviet Union)
1962,Singer-songwriter
1997,Rock music
1997,Ska
1997,Ska punk
1971,Rock music
1971,Alternative rock
1971,Rock en español
1969,Pop music
1953,Traditional pop music
1953,Soft rock
1953,Opera
1953,Operatic pop
1953,Show tune
1953,Canzone Napoletana
2003,Norteño (music)
2003,Latin pop
2003,Duranguense
2005,Pop music
1995,Rock music
1982,Merengue music
